,pgnfile,result
49412,441282.pgn,-1.0
49413,441283.pgn,0.0
49414,441284.pgn,0.0
49415,441285.pgn,1.0
49416,441286.pgn,0.0
49417,441287.pgn,0.0
49418,441288.pgn,-1.0
49419,441289.pgn,1.0
49420,441290.pgn,-1.0
49421,441291.pgn,0.0
49422,441292.pgn,0.0
49423,441293.pgn,1.0
49424,441294.pgn,0.0
49425,441295.pgn,1.0
49426,441296.pgn,1.0
49427,441297.pgn,0.0
49428,441298.pgn,1.0
49429,441299.pgn,1.0
49430,441300.pgn,-1.0
49431,441301.pgn,0.0
49432,441302.pgn,0.0
49433,441303.pgn,1.0
49434,441304.pgn,0.0
49435,441305.pgn,0.0
49436,441306.pgn,-1.0
49437,441307.pgn,0.0
49438,441309.pgn,0.0
49439,441310.pgn,0.0
49440,441311.pgn,1.0
49441,441312.pgn,1.0
49442,441313.pgn,-1.0
49443,441314.pgn,1.0
49444,441315.pgn,0.0
49445,441316.pgn,1.0
49446,441317.pgn,0.0
49447,441318.pgn,0.0
49448,441319.pgn,0.0
49449,441320.pgn,0.0
49450,441322.pgn,0.0
49451,441323.pgn,0.0
49452,441324.pgn,0.0
49453,441325.pgn,1.0
49454,441326.pgn,0.0
49455,441327.pgn,1.0
49456,441328.pgn,0.0
49457,441329.pgn,1.0
49458,441330.pgn,1.0
49459,441331.pgn,1.0
49460,441332.pgn,0.0
49461,441333.pgn,-1.0
49462,441334.pgn,1.0
49463,441336.pgn,0.0
49464,441337.pgn,0.0
49465,441338.pgn,0.0
49466,441339.pgn,0.0
49467,441340.pgn,-1.0
49468,441341.pgn,0.0
49469,441342.pgn,1.0
49470,441343.pgn,0.0
49471,441344.pgn,1.0
49472,441345.pgn,0.0
49473,441346.pgn,1.0
49474,441347.pgn,-1.0
49475,441348.pgn,0.0
49476,441349.pgn,0.0
49477,441350.pgn,-1.0
49478,441351.pgn,1.0
49479,441352.pgn,0.0
49480,441353.pgn,1.0
49481,441354.pgn,1.0
49482,441355.pgn,0.0
49483,441356.pgn,1.0
49484,441357.pgn,0.0
49485,441358.pgn,0.0
49486,441359.pgn,0.0
49487,441360.pgn,1.0
49488,441361.pgn,0.0
49489,441362.pgn,-1.0
49490,441363.pgn,0.0
49491,441365.pgn,0.0
49492,441366.pgn,0.0
49493,441367.pgn,1.0
49494,441368.pgn,1.0
49495,441369.pgn,-1.0
49496,441370.pgn,0.0
49497,441371.pgn,0.0
49498,441372.pgn,0.0
49499,441373.pgn,1.0
49500,441374.pgn,0.0
49501,441375.pgn,0.0
49502,441376.pgn,0.0
49503,441377.pgn,0.0
49504,441378.pgn,0.0
49505,441379.pgn,0.0
49506,441380.pgn,-1.0
49507,441381.pgn,0.0
49508,441382.pgn,1.0
49509,441383.pgn,1.0
49510,441384.pgn,0.0
49511,441385.pgn,1.0
49512,441386.pgn,0.0
49513,441387.pgn,1.0
49514,441388.pgn,1.0
49515,441389.pgn,0.0
49516,441390.pgn,0.0
49517,441391.pgn,0.0
49518,441392.pgn,0.0
49519,441393.pgn,0.0
49520,441394.pgn,0.0
49521,441395.pgn,0.0
49522,441396.pgn,0.0
49523,441397.pgn,0.0
49524,441398.pgn,0.0
49525,441399.pgn,0.0
49526,441400.pgn,-1.0
49527,441401.pgn,0.0
49528,441402.pgn,0.0
49529,441403.pgn,1.0
49530,441404.pgn,0.0
49531,441405.pgn,-1.0
49532,441406.pgn,1.0
49533,441407.pgn,-1.0
49534,441408.pgn,0.0
49535,441409.pgn,1.0
49536,441410.pgn,0.0
49537,441411.pgn,0.0
49538,441412.pgn,0.0
49539,441413.pgn,0.0
49540,441414.pgn,0.0
49541,441415.pgn,1.0
49542,441416.pgn,0.0
49543,441417.pgn,0.0
49544,441418.pgn,0.0
49545,441419.pgn,1.0
49546,441420.pgn,0.0
49547,441421.pgn,0.0
49548,441422.pgn,0.0
49549,441423.pgn,1.0
49550,441424.pgn,0.0
49551,441425.pgn,1.0
49552,441426.pgn,0.0
49553,441427.pgn,1.0
49554,441428.pgn,1.0
49555,441429.pgn,1.0
49556,441430.pgn,0.0
49557,441431.pgn,1.0
49558,441433.pgn,1.0
49559,441434.pgn,0.0
49560,441435.pgn,1.0
49561,441436.pgn,1.0
49562,441437.pgn,1.0
49563,441438.pgn,0.0
49564,441439.pgn,0.0
49565,441440.pgn,0.0
49566,441441.pgn,1.0
49567,441442.pgn,-1.0
49568,441443.pgn,1.0
49569,441444.pgn,0.0
49570,441445.pgn,0.0
49571,441446.pgn,0.0
49572,441447.pgn,1.0
49573,441448.pgn,0.0
49574,441449.pgn,-1.0
49575,441450.pgn,-1.0
49576,441451.pgn,0.0
49577,441453.pgn,1.0
49578,441454.pgn,-1.0
49579,441455.pgn,1.0
49580,441456.pgn,-1.0
49581,441457.pgn,0.0
49582,441458.pgn,0.0
49583,441459.pgn,1.0
49584,441460.pgn,-1.0
49585,441461.pgn,0.0
49586,441462.pgn,1.0
49587,441463.pgn,0.0
49588,441464.pgn,1.0
49589,441465.pgn,0.0
49590,441466.pgn,0.0
49591,441467.pgn,0.0
49592,441468.pgn,0.0
49593,441469.pgn,0.0
49594,441470.pgn,1.0
49595,441471.pgn,-1.0
49596,441472.pgn,0.0
49597,441473.pgn,0.0
49598,441474.pgn,1.0
49599,441475.pgn,0.0
49600,441476.pgn,0.0
49601,441477.pgn,1.0
49602,441479.pgn,0.0
49603,441480.pgn,0.0
49604,441481.pgn,1.0
49605,441482.pgn,1.0
49606,441483.pgn,0.0
49607,441484.pgn,0.0
49608,441485.pgn,0.0
49609,441486.pgn,0.0
49610,441487.pgn,0.0
49611,441488.pgn,1.0
49612,441489.pgn,1.0
49613,441490.pgn,0.0
49614,441491.pgn,0.0
49615,441492.pgn,0.0
49616,441493.pgn,0.0
49617,441494.pgn,0.0
49618,441495.pgn,0.0
49619,441496.pgn,1.0
49620,441497.pgn,1.0
49621,441498.pgn,1.0
49622,441499.pgn,0.0
49623,441500.pgn,0.0
49624,441501.pgn,0.0
49625,441502.pgn,-1.0
49626,441503.pgn,0.0
49627,441504.pgn,1.0
49628,441505.pgn,1.0
49629,441506.pgn,0.0
49630,441507.pgn,0.0
49631,441508.pgn,0.0
49632,441509.pgn,0.0
49633,441510.pgn,0.0
49634,441511.pgn,1.0
49635,441512.pgn,-1.0
49636,441513.pgn,0.0
49637,441514.pgn,0.0
49638,441515.pgn,0.0
49639,441516.pgn,0.0
49640,441517.pgn,1.0
49641,441518.pgn,1.0
49642,441519.pgn,0.0
49643,441520.pgn,0.0
49644,441521.pgn,0.0
49645,441522.pgn,0.0
49646,441523.pgn,-1.0
49647,441524.pgn,-1.0
49648,441525.pgn,-1.0
49649,441526.pgn,1.0
49650,441527.pgn,0.0
49651,441528.pgn,1.0
49652,441530.pgn,0.0
49653,441531.pgn,1.0
49654,441532.pgn,1.0
49655,441533.pgn,1.0
49656,441534.pgn,0.0
49657,441535.pgn,0.0
49658,441536.pgn,-1.0
49659,441537.pgn,0.0
49660,441538.pgn,-1.0
49661,441539.pgn,-1.0
49662,441540.pgn,0.0
49663,441541.pgn,-1.0
49664,441542.pgn,0.0
49665,441543.pgn,1.0
49666,441545.pgn,0.0
49667,441546.pgn,1.0
49668,441547.pgn,0.0
49669,441548.pgn,0.0
49670,441549.pgn,-1.0
49671,441550.pgn,1.0
49672,441551.pgn,-1.0
49673,441552.pgn,0.0
49674,441553.pgn,1.0
49675,441554.pgn,0.0
49676,441555.pgn,0.0
49677,441556.pgn,0.0
49678,441557.pgn,-1.0
49679,441558.pgn,1.0
49680,441559.pgn,0.0
49681,441560.pgn,0.0
49682,441561.pgn,0.0
49683,441562.pgn,1.0
49684,441564.pgn,1.0
49685,441565.pgn,0.0
49686,441566.pgn,1.0
49687,441567.pgn,1.0
49688,441568.pgn,1.0
49689,441569.pgn,-1.0
49690,441570.pgn,0.0
49691,441571.pgn,-1.0
49692,441572.pgn,1.0
49693,441573.pgn,-1.0
49694,441574.pgn,1.0
49695,441575.pgn,1.0
49696,441576.pgn,-1.0
49697,441577.pgn,1.0
49698,441578.pgn,1.0
49699,441579.pgn,0.0
49700,441581.pgn,1.0
49701,441582.pgn,0.0
49702,441583.pgn,1.0
49703,441584.pgn,0.0
49704,441585.pgn,0.0
49705,441586.pgn,1.0
49706,441587.pgn,0.0
49707,441588.pgn,0.0
49708,441589.pgn,0.0
49709,441590.pgn,0.0
49710,441591.pgn,-1.0
49711,441592.pgn,0.0
49712,441593.pgn,0.0
49713,441594.pgn,0.0
49714,441595.pgn,1.0
49715,441596.pgn,1.0
49716,441597.pgn,0.0
49717,441598.pgn,0.0
49718,441599.pgn,-1.0
49719,441600.pgn,0.0
49720,441601.pgn,1.0
49721,441602.pgn,-1.0
49722,441603.pgn,0.0
49723,441604.pgn,1.0
49724,441605.pgn,0.0
49725,441606.pgn,1.0
49726,441607.pgn,0.0
49727,441608.pgn,0.0
49728,441609.pgn,-1.0
49729,441610.pgn,-1.0
49730,441611.pgn,-1.0
49731,441612.pgn,1.0
49732,441613.pgn,1.0
49733,441614.pgn,1.0
49734,441615.pgn,-1.0
49735,441616.pgn,1.0
49736,441617.pgn,-1.0
49737,441619.pgn,-1.0
49738,441620.pgn,1.0
49739,441621.pgn,1.0
49740,441622.pgn,-1.0
49741,441623.pgn,-1.0
49742,441624.pgn,-1.0
49743,441625.pgn,-1.0
49744,441626.pgn,1.0
49745,441627.pgn,-1.0
49746,441628.pgn,-1.0
49747,441629.pgn,-1.0
49748,441631.pgn,-1.0
49749,441632.pgn,-1.0
49750,441633.pgn,-1.0
49751,441634.pgn,-1.0
49752,441635.pgn,-1.0
49753,441636.pgn,1.0
49754,441637.pgn,1.0
49755,441638.pgn,1.0
49756,441639.pgn,-1.0
49757,441640.pgn,1.0
49758,441641.pgn,1.0
49759,441642.pgn,1.0
49760,441643.pgn,-1.0
49761,441644.pgn,-1.0
49762,441645.pgn,-1.0
49763,441646.pgn,-1.0
49764,441647.pgn,1.0
49765,441648.pgn,1.0
49766,441649.pgn,1.0
49767,441650.pgn,-1.0
49768,441651.pgn,1.0
49769,441652.pgn,-1.0
49770,441653.pgn,-1.0
49771,441654.pgn,-1.0
49772,441655.pgn,1.0
49773,441656.pgn,-1.0
49774,441657.pgn,1.0
49775,441658.pgn,-1.0
49776,441659.pgn,1.0
49777,441660.pgn,-1.0
49778,441661.pgn,-1.0
49779,441662.pgn,-1.0
49780,441663.pgn,1.0
49781,441664.pgn,1.0
49782,441665.pgn,1.0
49783,441666.pgn,1.0
49784,441667.pgn,-1.0
49785,441668.pgn,1.0
49786,441669.pgn,1.0
49787,441670.pgn,-1.0
49788,441671.pgn,-1.0
49789,441672.pgn,-1.0
49790,441673.pgn,-1.0
49791,441674.pgn,-1.0
49792,441675.pgn,1.0
49793,441677.pgn,1.0
49794,441678.pgn,1.0
49795,441679.pgn,1.0
49796,441680.pgn,1.0
49797,441681.pgn,1.0
49798,441682.pgn,-1.0
49799,441683.pgn,1.0
49800,441684.pgn,1.0
49801,441685.pgn,-1.0
49802,441686.pgn,1.0
49803,441687.pgn,-1.0
49804,441688.pgn,-1.0
49805,441689.pgn,1.0
49806,441690.pgn,1.0
49807,441691.pgn,-1.0
49808,441692.pgn,-1.0
49809,441693.pgn,-1.0
49810,441694.pgn,-1.0
49811,441695.pgn,-1.0
49812,441696.pgn,-1.0
49813,441697.pgn,1.0
49814,441698.pgn,1.0
49815,441699.pgn,-1.0
49816,441700.pgn,-1.0
49817,441702.pgn,-1.0
49818,441703.pgn,1.0
49819,441704.pgn,1.0
49820,441705.pgn,-1.0
49821,441706.pgn,1.0
49822,441707.pgn,-1.0
49823,441709.pgn,-1.0
49824,441710.pgn,-1.0
49825,441712.pgn,1.0
49826,441713.pgn,1.0
49827,441714.pgn,-1.0
49828,441715.pgn,-1.0
49829,441716.pgn,-1.0
49830,441717.pgn,-1.0
49831,441718.pgn,1.0
49832,441719.pgn,-1.0
49833,441720.pgn,1.0
49834,441721.pgn,1.0
49835,441722.pgn,1.0
49836,441723.pgn,1.0
49837,441724.pgn,-1.0
49838,441725.pgn,1.0
49839,441726.pgn,-1.0
49840,441727.pgn,1.0
49841,441728.pgn,1.0
49842,441729.pgn,-1.0
49843,441730.pgn,-1.0
49844,441731.pgn,1.0
49845,441732.pgn,1.0
49846,441733.pgn,1.0
49847,441734.pgn,1.0
49848,441735.pgn,1.0
49849,441736.pgn,1.0
49850,441737.pgn,1.0
49851,441738.pgn,-1.0
49852,441739.pgn,1.0
49853,441740.pgn,-1.0
49854,441741.pgn,1.0
49855,441742.pgn,1.0
49856,441743.pgn,-1.0
49857,441744.pgn,-1.0
49858,441745.pgn,1.0
49859,441746.pgn,-1.0
49860,441747.pgn,-1.0
49861,441748.pgn,-1.0
49862,441749.pgn,1.0
49863,441751.pgn,-1.0
49864,441752.pgn,1.0
49865,441753.pgn,-1.0
49866,441754.pgn,-1.0
49867,441755.pgn,-1.0
49868,441756.pgn,-1.0
49869,441757.pgn,1.0
49870,441758.pgn,-1.0
49871,441759.pgn,-1.0
49872,441760.pgn,-1.0
49873,441761.pgn,-1.0
49874,441762.pgn,1.0
49875,441763.pgn,-1.0
49876,441764.pgn,1.0
49877,441765.pgn,1.0
49878,441766.pgn,-1.0
49879,441767.pgn,1.0
49880,441768.pgn,-1.0
49881,441769.pgn,1.0
49882,441770.pgn,1.0
49883,441771.pgn,1.0
49884,441772.pgn,1.0
49885,441773.pgn,1.0
49886,441774.pgn,-1.0
49887,441775.pgn,1.0
49888,441776.pgn,1.0
49889,441777.pgn,-1.0
49890,441778.pgn,1.0
49891,441779.pgn,-1.0
49892,441780.pgn,-1.0
49893,441781.pgn,1.0
49894,441782.pgn,-1.0
49895,441783.pgn,1.0
49896,441784.pgn,-1.0
49897,441786.pgn,1.0
49898,441787.pgn,-1.0
49899,441788.pgn,-1.0
49900,441789.pgn,1.0
49901,441790.pgn,1.0
49902,441791.pgn,-1.0
49903,441792.pgn,-1.0
49904,441793.pgn,-1.0
49905,441794.pgn,1.0
49906,441795.pgn,-1.0
49907,441796.pgn,1.0
49908,441797.pgn,-1.0
49909,441798.pgn,-1.0
49910,441799.pgn,-1.0
49911,441800.pgn,-1.0
49912,441801.pgn,1.0
49913,441802.pgn,1.0
49914,441803.pgn,1.0
49915,441804.pgn,1.0
49916,441805.pgn,1.0
49917,441806.pgn,-1.0
49918,441807.pgn,1.0
49919,441808.pgn,1.0
49920,441809.pgn,-1.0
49921,441810.pgn,1.0
49922,441811.pgn,-1.0
49923,441812.pgn,1.0
49924,441813.pgn,-1.0
49925,441814.pgn,1.0
49926,441815.pgn,1.0
49927,441816.pgn,-1.0
49928,441817.pgn,1.0
49929,441818.pgn,1.0
49930,441819.pgn,1.0
49931,441820.pgn,-1.0
49932,441821.pgn,1.0
49933,441822.pgn,1.0
49934,441823.pgn,-1.0
49935,441824.pgn,1.0
49936,441825.pgn,1.0
49937,441826.pgn,-1.0
49938,441827.pgn,-1.0
49939,441828.pgn,-1.0
49940,441829.pgn,-1.0
49941,441830.pgn,1.0
49942,441831.pgn,1.0
49943,441832.pgn,1.0
49944,441833.pgn,-1.0
49945,441834.pgn,-1.0
49946,441835.pgn,-1.0
49947,441836.pgn,1.0
49948,441837.pgn,-1.0
49949,441838.pgn,1.0
49950,441839.pgn,-1.0
49951,441840.pgn,-1.0
49952,441841.pgn,-1.0
49953,441842.pgn,-1.0
49954,441843.pgn,-1.0
49955,441844.pgn,1.0
49956,441845.pgn,1.0
49957,441846.pgn,1.0
49958,441847.pgn,1.0
49959,441848.pgn,1.0
49960,441849.pgn,1.0
49961,441850.pgn,1.0
49962,441851.pgn,1.0
49963,441852.pgn,1.0
49964,441853.pgn,-1.0
49965,441854.pgn,1.0
49966,441855.pgn,1.0
49967,441856.pgn,-1.0
49968,441857.pgn,1.0
49969,441858.pgn,-1.0
49970,441859.pgn,1.0
49971,441860.pgn,-1.0
49972,441861.pgn,1.0
49973,441862.pgn,1.0
49974,441863.pgn,-1.0
49975,441864.pgn,1.0
49976,441865.pgn,-1.0
49977,441866.pgn,-1.0
49978,441867.pgn,1.0
49979,441868.pgn,1.0
49980,441869.pgn,1.0
49981,441870.pgn,-1.0
49982,441871.pgn,1.0
49983,441872.pgn,1.0
49984,441873.pgn,1.0
49985,441874.pgn,1.0
49986,441875.pgn,-1.0
49987,441876.pgn,-1.0
49988,441877.pgn,-1.0
49989,441878.pgn,-1.0
49990,441879.pgn,-1.0
49991,441880.pgn,1.0
49992,441881.pgn,-1.0
49993,441882.pgn,1.0
49994,441883.pgn,-1.0
49995,441884.pgn,1.0
49996,441885.pgn,-1.0
49997,441886.pgn,1.0
49998,441887.pgn,-1.0
49999,441888.pgn,1.0
50000,441889.pgn,-1.0
50001,441890.pgn,-1.0
50002,441891.pgn,1.0
50003,441892.pgn,-1.0
50004,441893.pgn,-1.0
50005,441894.pgn,-1.0
50006,441895.pgn,1.0
50007,441896.pgn,-1.0
50008,441897.pgn,-1.0
50009,441898.pgn,-1.0
50010,441899.pgn,-1.0
50011,441900.pgn,1.0
50012,441901.pgn,-1.0
50013,441902.pgn,-1.0
50014,441903.pgn,-1.0
50015,441904.pgn,1.0
50016,441905.pgn,-1.0
50017,441906.pgn,1.0
50018,441907.pgn,1.0
50019,441908.pgn,-1.0
50020,441909.pgn,1.0
50021,441910.pgn,-1.0
50022,441911.pgn,1.0
50023,441912.pgn,-1.0
50024,441913.pgn,-1.0
50025,441914.pgn,1.0
50026,441915.pgn,1.0
50027,441916.pgn,1.0
50028,441917.pgn,-1.0
50029,441918.pgn,-1.0
50030,441919.pgn,1.0
50031,441920.pgn,-1.0
50032,441921.pgn,-1.0
50033,441922.pgn,-1.0
50034,441923.pgn,1.0
50035,441924.pgn,1.0
50036,441925.pgn,-1.0
50037,441926.pgn,-1.0
50038,441927.pgn,1.0
50039,441928.pgn,1.0
50040,441929.pgn,-1.0
50041,441930.pgn,-1.0
50042,441931.pgn,-1.0
50043,441932.pgn,1.0
50044,441933.pgn,-1.0
50045,441934.pgn,-1.0
50046,441935.pgn,-1.0
50047,441936.pgn,-1.0
50048,441937.pgn,-1.0
50049,441938.pgn,1.0
50050,441939.pgn,1.0
50051,441940.pgn,1.0
50052,441941.pgn,-1.0
50053,441942.pgn,-1.0
50054,441943.pgn,1.0
50055,441944.pgn,1.0
50056,441945.pgn,-1.0
50057,441946.pgn,1.0
50058,441947.pgn,-1.0
50059,441948.pgn,1.0
50060,441949.pgn,1.0
50061,441950.pgn,1.0
50062,441951.pgn,-1.0
50063,441952.pgn,-1.0
50064,441953.pgn,1.0
50065,441954.pgn,-1.0
50066,441955.pgn,-1.0
50067,441956.pgn,1.0
50068,441957.pgn,1.0
50069,441958.pgn,-1.0
50070,441959.pgn,-1.0
50071,441960.pgn,1.0
50072,441961.pgn,1.0
50073,441962.pgn,-1.0
50074,441963.pgn,1.0
50075,441964.pgn,1.0
50076,441965.pgn,-1.0
50077,441966.pgn,-1.0
50078,441967.pgn,1.0
50079,441968.pgn,-1.0
50080,441969.pgn,1.0
50081,441970.pgn,-1.0
50082,441971.pgn,-1.0
50083,441972.pgn,1.0
50084,441973.pgn,1.0
50085,441974.pgn,-1.0
50086,441975.pgn,-1.0
50087,441976.pgn,1.0
50088,441977.pgn,1.0
50089,441978.pgn,1.0
50090,441979.pgn,-1.0
50091,441980.pgn,-1.0
50092,441981.pgn,1.0
50093,441982.pgn,1.0
50094,441983.pgn,1.0
50095,441984.pgn,1.0
50096,441985.pgn,-1.0
50097,441986.pgn,1.0
50098,441987.pgn,-1.0
50099,441988.pgn,1.0
50100,441989.pgn,-1.0
50101,441990.pgn,-1.0
50102,441991.pgn,1.0
50103,441992.pgn,-1.0
50104,441993.pgn,-1.0
50105,441994.pgn,-1.0
50106,441995.pgn,1.0
50107,441996.pgn,1.0
50108,441997.pgn,1.0
50109,441998.pgn,-1.0
50110,441999.pgn,-1.0
50111,442000.pgn,1.0
50112,442001.pgn,1.0
50113,442002.pgn,-1.0
50114,442003.pgn,1.0
50115,442004.pgn,1.0
50116,442005.pgn,-1.0
50117,442006.pgn,1.0
50118,442007.pgn,1.0
50119,442008.pgn,-1.0
50120,442009.pgn,-1.0
50121,442010.pgn,1.0
50122,442011.pgn,-1.0
50123,442012.pgn,-1.0
50124,442013.pgn,1.0
50125,442014.pgn,-1.0
50126,442015.pgn,-1.0
50127,442016.pgn,-1.0
50128,442017.pgn,1.0
50129,442018.pgn,1.0
50130,442019.pgn,1.0
50131,442020.pgn,-1.0
50132,442021.pgn,1.0
50133,442022.pgn,-1.0
50134,442023.pgn,1.0
50135,442024.pgn,-1.0
50136,442025.pgn,-1.0
50137,442026.pgn,-1.0
50138,442027.pgn,1.0
50139,442028.pgn,-1.0
50140,442029.pgn,1.0
50141,442030.pgn,-1.0
50142,442031.pgn,-1.0
50143,442032.pgn,-1.0
50144,442033.pgn,-1.0
50145,442034.pgn,1.0
50146,442035.pgn,1.0
50147,442036.pgn,-1.0
50148,442037.pgn,-1.0
50149,442038.pgn,-1.0
50150,442039.pgn,1.0
50151,442040.pgn,-1.0
50152,442041.pgn,1.0
50153,442042.pgn,-1.0
50154,442043.pgn,-1.0
50155,442044.pgn,-1.0
50156,442045.pgn,-1.0
50157,442046.pgn,1.0
50158,442047.pgn,-1.0
50159,442048.pgn,1.0
50160,442049.pgn,-1.0
50161,442051.pgn,-1.0
50162,442052.pgn,1.0
50163,442053.pgn,1.0
50164,442054.pgn,-1.0
50165,442055.pgn,1.0
50166,442056.pgn,1.0
50167,442057.pgn,-1.0
50168,442058.pgn,1.0
50169,442059.pgn,-1.0
50170,442060.pgn,1.0
50171,442061.pgn,-1.0
50172,442062.pgn,-1.0
50173,442063.pgn,-1.0
50174,442064.pgn,-1.0
50175,442065.pgn,1.0
50176,442066.pgn,-1.0
50177,442067.pgn,-1.0
50178,442068.pgn,-1.0
50179,442069.pgn,1.0
50180,442070.pgn,1.0
50181,442071.pgn,1.0
50182,442072.pgn,1.0
50183,442073.pgn,1.0
50184,442074.pgn,-1.0
50185,442075.pgn,-1.0
50186,442076.pgn,-1.0
50187,442077.pgn,1.0
50188,442078.pgn,1.0
50189,442079.pgn,-1.0
50190,442080.pgn,-1.0
50191,442081.pgn,1.0
50192,442082.pgn,-1.0
50193,442083.pgn,1.0
50194,442084.pgn,-1.0
50195,442085.pgn,-1.0
50196,442086.pgn,-1.0
50197,442087.pgn,-1.0
50198,442088.pgn,1.0
50199,442089.pgn,1.0
50200,442090.pgn,1.0
50201,442091.pgn,-1.0
50202,442092.pgn,1.0
50203,442093.pgn,-1.0
50204,442094.pgn,-1.0
50205,442095.pgn,-1.0
50206,442096.pgn,-1.0
50207,442097.pgn,1.0
50208,442098.pgn,-1.0
50209,442099.pgn,1.0
50210,442100.pgn,1.0
50211,442101.pgn,1.0
50212,442102.pgn,-1.0
50213,442103.pgn,1.0
50214,442104.pgn,-1.0
50215,442105.pgn,-1.0
50216,442106.pgn,-1.0
50217,442107.pgn,-1.0
50218,442108.pgn,-1.0
50219,442109.pgn,1.0
50220,442110.pgn,-1.0
50221,442111.pgn,1.0
50222,442112.pgn,-1.0
50223,442113.pgn,1.0
50224,442114.pgn,1.0
50225,442115.pgn,1.0
50226,442117.pgn,-1.0
50227,442118.pgn,-1.0
50228,442119.pgn,1.0
50229,442120.pgn,-1.0
50230,442121.pgn,-1.0
50231,442122.pgn,1.0
50232,442123.pgn,-1.0
50233,442124.pgn,1.0
50234,442125.pgn,-1.0
50235,442126.pgn,1.0
50236,442127.pgn,1.0
50237,442128.pgn,1.0
50238,442129.pgn,-1.0
50239,442130.pgn,-1.0
50240,442131.pgn,1.0
50241,442132.pgn,-1.0
50242,442133.pgn,0.0
50243,442134.pgn,-1.0
50244,442135.pgn,-1.0
50245,442136.pgn,1.0
50246,442137.pgn,1.0
50247,442138.pgn,0.0
50248,442139.pgn,-1.0
50249,442140.pgn,-1.0
50250,442141.pgn,-1.0
50251,442142.pgn,0.0
50252,442143.pgn,0.0
50253,442144.pgn,-1.0
50254,442145.pgn,-1.0
50255,442146.pgn,1.0
50256,442147.pgn,1.0
50257,442148.pgn,1.0
50258,442149.pgn,1.0
50259,442150.pgn,0.0
50260,442151.pgn,1.0
50261,442152.pgn,1.0
50262,442153.pgn,0.0
50263,442154.pgn,0.0
50264,442155.pgn,-1.0
50265,442156.pgn,0.0
50266,442157.pgn,1.0
50267,442158.pgn,1.0
50268,442159.pgn,-1.0
50269,442160.pgn,1.0
50270,442161.pgn,0.0
50271,442162.pgn,-1.0
50272,442163.pgn,1.0
50273,442164.pgn,0.0
50274,442165.pgn,1.0
50275,442166.pgn,-1.0
50276,442167.pgn,-1.0
50277,442168.pgn,1.0
50278,442169.pgn,-1.0
50279,442170.pgn,0.0
50280,442171.pgn,0.0
50281,442172.pgn,1.0
50282,442173.pgn,-1.0
50283,442174.pgn,-1.0
50284,442175.pgn,0.0
50285,442176.pgn,-1.0
50286,442177.pgn,1.0
50287,442178.pgn,-1.0
50288,442179.pgn,0.0
50289,442180.pgn,1.0
50290,442181.pgn,-1.0
50291,442182.pgn,1.0
50292,442183.pgn,1.0
50293,442184.pgn,1.0
50294,442185.pgn,1.0
50295,442186.pgn,-1.0
50296,442187.pgn,1.0
50297,442188.pgn,0.0
50298,442189.pgn,1.0
50299,442190.pgn,1.0
50300,442191.pgn,-1.0
50301,442192.pgn,1.0
50302,442193.pgn,0.0
50303,442194.pgn,1.0
50304,442195.pgn,1.0
50305,442196.pgn,1.0
50306,442197.pgn,0.0
50307,442198.pgn,0.0
50308,442199.pgn,-1.0
50309,442200.pgn,-1.0
50310,442201.pgn,-1.0
50311,442202.pgn,-1.0
50312,442203.pgn,0.0
50313,442204.pgn,1.0
50314,442205.pgn,-1.0
50315,442206.pgn,0.0
50316,442207.pgn,0.0
50317,442208.pgn,-1.0
50318,442209.pgn,1.0
50319,442210.pgn,0.0
50320,442211.pgn,1.0
50321,442212.pgn,-1.0
50322,442213.pgn,1.0
50323,442214.pgn,1.0
50324,442215.pgn,1.0
50325,442216.pgn,-1.0
50326,442217.pgn,-1.0
50327,442218.pgn,0.0
50328,442219.pgn,0.0
50329,442220.pgn,0.0
50330,442221.pgn,0.0
50331,442222.pgn,1.0
50332,442223.pgn,0.0
50333,442224.pgn,0.0
50334,442225.pgn,-1.0
50335,442226.pgn,-1.0
50336,442227.pgn,0.0
50337,442228.pgn,0.0
50338,442229.pgn,0.0
50339,442230.pgn,0.0
50340,442231.pgn,0.0
50341,442232.pgn,0.0
50342,442233.pgn,0.0
50343,442234.pgn,0.0
50344,442235.pgn,-1.0
50345,442236.pgn,1.0
50346,442237.pgn,0.0
50347,442238.pgn,1.0
50348,442239.pgn,0.0
50349,442240.pgn,-1.0
50350,442241.pgn,1.0
50351,442242.pgn,1.0
50352,442243.pgn,-1.0
50353,442244.pgn,0.0
50354,442245.pgn,-1.0
50355,442246.pgn,1.0
50356,442247.pgn,0.0
50357,442248.pgn,0.0
50358,442249.pgn,1.0
50359,442250.pgn,0.0
50360,442251.pgn,1.0
50361,442252.pgn,-1.0
50362,442253.pgn,1.0
50363,442254.pgn,0.0
50364,442255.pgn,1.0
50365,442256.pgn,-1.0
50366,442257.pgn,1.0
50367,442258.pgn,-1.0
50368,442259.pgn,0.0
50369,442260.pgn,-1.0
50370,442261.pgn,0.0
50371,442262.pgn,1.0
50372,442263.pgn,1.0
50373,442264.pgn,-1.0
50374,442265.pgn,0.0
50375,442266.pgn,1.0
50376,442267.pgn,1.0
50377,442268.pgn,0.0
50378,442269.pgn,1.0
50379,442270.pgn,0.0
50380,442271.pgn,0.0
50381,442272.pgn,-1.0
50382,442273.pgn,1.0
50383,442274.pgn,1.0
50384,442275.pgn,-1.0
50385,442276.pgn,1.0
